code,name
51.02.08.2006,Pitra
51.02.08.2007,Penatahan
51.02.08.2008,Tengkudak
51.02.08.2009,Mengesta
51.02.08.2010,Penebel
51.02.08.2011,"Perbaikan Nama dari Babakan menjadi Babahan sesuai sesuai Kep
Bup. Tabanan No. 99 Tahun 2013, Surat Kepala DPMD Kab. Tabanan
No. 414.4/101/DPMD tanggal 18 Januari 2021, Surat Sesditjen Bina
Pemerintahan Desa No. 145/2430/BPD tanggal 24 Mei 2021."
51.02.08.2012,Senganan
51.02.08.2013,Jatiluwih
51.02.08.2014,Wongaya Gede
51.02.08.2015,Tajen
51.02.08.2016,Tegallinggah
51.02.08.2017,Pesagi
51.02.08.2018,Sangketan
51.02.09,-
51.02.09.2001,Perean
51.02.09.2002,Luwus
51.02.09.2003,Apuan
51.02.09.2004,Angseri
51.02.09.2005,Bangli
51.02.09.2006,Baturiti
51.02.09.2007,Antapan
51.02.09.2008,Candikuning
51.02.09.2009,Mekarsari
51.02.09.2010,Batunya
51.02.09.2011,Perean Tengah
51.02.09.2012,Perean Kangin
51.02.10,-
51.02.10.2001,Belimbing
51.02.10.2002,Sanda
51.02.10.2003,Batungsel
51.02.10.2004,Kebon Padangan
51.02.10.2005,"Perbaikan nama desa semula Munduk Temu menjadi Munduktemu
sesuai Surat Pernyataan Perbekel Desa Munduktemu."
51.02.10.2006,Pujungan
51.02.10.2007,Pupuan
51.02.10.2008,Bantiran
51.02.10.2009,Padangan
51.02.10.2010,"Perbaikan nama desa semula Jelijih Punggung menjadi Jelijih Punggang
sesuai Kepbup No. 487/2004."
51.02.10.2011,Belatungan
51.02.10.2012,Pajahan
51.02.10.2013,PMD dan Dukcapil
51.02.10.2014,Pemekaran desa Pajahan Perda No. 2/2014
51.03,KAB. BADUNG
51.03,"Pemindahan Ibukota PP No. 67/2009.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.03.01,-
51.03.01.1001,1Tuban
51.03.01.1002,2Kuta
51.03.01.1003,3Kedonganan
51.03.01.1004,4Legian
51.03.01.1005,5Seminyak
51.03.02,2Mengwi
51.03.02.1004,1Kapal
51.03.02.1005,2Sempidi
51.03.02.1014,3Abianbase
51.03.02.1015,4Sading
51.03.02.1016,5Lukluk
51.03.02.2001,Munggu
51.03.02.2002,Buduk
51.03.02.2003,Mengwitani
51.03.02.2006,Penarungan
51.03.02.2007,Sembung
51.03.02.2008,Baha
51.03.02.2009,Mengwi
51.03.02.2010,Kekeran
51.03.02.2011,Sobangan
51.03.02.2012,Gulingan
51.03.02.2013,Werdi Bhuwana
51.03.02.2017,Cemagi
51.03.02.2018,Pererenan
51.03.02.2019,Tumbakbayuh
51.03.02.2020,Kuwum
51.03.03,-
51.03.03.2001,Darmasaba
51.03.03.2002,"koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
51.03.03.2003,"koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
51.03.03.2004,Jagapati
51.03.03.2005,Angantaka
51.03.03.2006,Sedang
51.03.03.2007,Mambal
51.03.03.2008,Abiansemal
51.03.03.2009,Bongkasa
51.03.03.2010,Taman
51.03.03.2011,Blahkiuh
51.03.03.2012,Ayunan
51.03.03.2013,Sangeh
51.03.03.2014,Punggul
51.03.03.2015,Mekar Bhuwana
51.03.03.2016,"koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
51.03.03.2017,Selat
51.03.03.2018,Bongkasa Pertiwi
51.03.04,-
51.03.04.2001,Carangsari
51.03.04.2002,Petang
51.03.04.2003,"koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
51.03.04.2004,Pelaga
51.03.04.2005,Getasan
51.03.04.2006,Pangsan
51.03.04.2007,Sulangai
51.03.05,5Kuta Selatan
51.03.05.1004,1Benoa
51.03.05.1005,2Tanjung Benoa
51.03.05.1006,3Jimbaran
51.03.05.2001,Pecatu
51.03.05.2002,Ungasan
51.03.05.2003,Kutuh
51.03.06,6Kuta Utara
51.03.06.1001,1Kerobokan Kelod
51.03.06.1002,2Kerobokan
51.03.06.1003,3Kerobokan Kaja
51.03.06.2004,Tibubeneng
51.03.06.2005,Canggu
51.03.06.2006,Dalung
51.04,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-
BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.04.01,-
51.04.01.2001,Batubulan
51.04.01.2002,Ketewel
51.04.01.2003,Guwang
51.04.01.2004,Sukawati
51.04.01.2005,Celuk
51.04.01.2006,Singapadu
51.04.01.2007,Batuan
51.04.01.2008,Kemenuh
51.04.01.2009,Batubulan Kangin
51.04.01.2010,Singapadu Tengah
51.04.01.2011,Singapadu Kaler
51.04.01.2012,Batuan Kaler
51.04.02,-
51.04.02.2001,Saba
51.04.02.2002,Pering
51.04.02.2003,Keramas
51.04.02.2004,Belega
51.04.02.2005,Blahbatuh
51.04.02.2006,Buruan
51.04.02.2007,Bedulu
51.04.02.2008,Medahan
51.04.02.2009,Bona
51.04.03,Gianyar
51.04.03.1003,Samplangan
51.04.03.1005,Abianbase
51.04.03.1006,Gianyar
51.04.03.1007,Bitera
51.04.03.1008,Beng
51.04.03.2001,Tulikup
51.04.03.2002,Sidan
51.04.03.2004,Lebih
51.04.03.2009,"Koreksi nama, Srt PMD 140/4474/Pemdes/2016 tgl 12 April 2016"
51.04.03.2010,Siangan
51.04.03.2011,Suwat
51.04.03.2012,Petak
51.04.03.2013,Serongga
51.04.03.2014,Petak Kaja
51.04.03.2015,Temesi
51.04.03.2016,Sumita
51.04.03.2017,Perda Kab. Gianyar No. 1 Tahun 2010
51.04.04,-
51.04.04.2001,Pejeng
51.04.04.2002,Sanding
51.04.04.2003,Tampaksiring
51.04.04.2004,Manukaya
51.04.04.2005,Pejeng Kawan
51.04.04.2006,Pejeng Kaja
51.04.04.2007,Pejeng Kangin
51.04.04.2008,Pejeng Kelod
51.04.05,Ubud
51.04.05.1005,Ubud
51.04.05.2001,Lodtunduh
51.04.05.2002,Mas
51.04.05.2003,"Koreksi nama, berdasarkan rekomendasi Ditjen PMD. koreksi nama desa
Rekom Pemdes No145/1820/SET tgl 15 nov 2018 ttg penyampaian hasil
validasi."
51.04.05.2004,Kedewatan
51.04.05.2006,Peliatan
51.04.05.2007,Petulu
51.04.05.2008,Sayan
51.04.06,Koreksi nama kec. Surat No. 100/16714/B.Tapem tgl. 15 Des 2016
51.04.06.2001,Keliki
51.04.06.2002,Tegallalang
51.04.06.2003,Kenderan
51.04.06.2004,Kedisan
51.04.06.2005,Pupuan
51.04.06.2006,Sebatu
51.04.06.2007,Taro
51.04.07,-
51.04.07.2001,Melinggih
51.04.07.2002,Kelusa
51.04.07.2003,Bukian
51.04.07.2004,Puhu
51.04.07.2005,Buahan
51.04.07.2006,Kerta
51.04.07.2007,Melinggih Kelod
51.04.07.2008,Buahan Kaja
51.04.07.2009,Bresela
51.05,KAB. KLUNGKUNG
51.05,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.05.01,-
51.05.01.2001,Sakti
51.05.01.2002,Batumadeg
51.05.01.2003,Klumpu
51.05.01.2004,Batukandik
51.05.01.2005,Sekartaji
51.05.01.2006,Tanglad
51.05.01.2007,Suana
51.05.01.2008,Batununggul
51.05.01.2009,Kutampi
51.05.01.2010,Ped
51.05.01.2011,Kampung Toyapakeh
51.05.01.2012,Lembongan
51.05.01.2013,Jungutbatu
51.05.01.2014,Pejukutan
51.05.01.2015,Kutampi Kaler
51.05.01.2016,Bunga Mekar
51.05.02,-
51.05.02.2001,Negari
51.05.02.2002,Takmung
51.05.02.2003,Banjarangkan
51.05.02.2004,Tusan
51.05.02.2005,Bakas
51.05.02.2006,Getakan
51.05.02.2007,Tihingan
51.05.02.2008,Aan
51.05.02.2009,Nyalian
51.05.02.2010,Bungbungan
51.05.02.2011,Timuhun
51.05.02.2012,Nyanglan
51.05.02.2013,Tohpati
51.05.03,3Klungkung
51.05.03.1008,1Semarapura Kaja
51.05.03.1009,2Semarapura Kauh
51.05.03.1010,3Semarapura Tengah
51.05.03.1011,4Semarapura Kangin
51.05.03.1012,"Perbaikan nama kelurahan semula Semarapura Kelod Kangin menjadi
Semarapura Klod Kangin sesuai Perbup Klungkung No.70 Tahun 2021."
51.05.03.1013,"Perbaikan nama kelurahan semula Semarapura Kelod menjadi
Semarapura Klod sesuai Perbup Klungkung No.70 Tahun 2021."
51.05.03.2001,Satra
51.05.03.2002,Tojan
51.05.03.2003,Gelgel
51.05.03.2004,Kampung Gelgel
51.05.03.2005,Jumpai
51.05.03.2006,Tangkas
51.05.03.2007,Kamasan
51.05.03.2014,Akah
51.05.03.2015,Manduang
51.05.03.2016,Selat
51.05.03.2017,Tegak
51.05.03.2018,Selisihan
51.05.04,-
51.05.04.2001,Paksebali
51.05.04.2002,Sampalan Tengah
51.05.04.2003,"Perbaikan nama desa semula Sampalan Kelod menjadi Sampalan Klod
sesuai Surat Perbekel Desa Sampalan Klod No. 005/75/III/2022 perihal
Menindaklanjuti Nama Desa."
51.05.04.2004,Sulang
51.05.04.2005,Gunaksa
51.05.04.2006,Kusamba
51.05.04.2007,Kampung Kusamba
51.05.04.2008,Pesinggahan
51.05.04.2009,"Perbaikan nama desa semula Dawan Kelod menjadi Dawan Klod
sesuai Surat Perbekel Dawan Klod No. 140/083/III/2021 perihal Nama
Desa."
51.05.04.2010,Pikat
51.05.04.2011,Dawan Kaler
51.05.04.2012,Besan
51.06,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.06.01,-
51.06.01.2001,Apuan
51.06.01.2002,Demulih
51.06.01.2003,Abuan
51.06.01.2004,Susut
51.06.01.2005,Sulahan
51.06.01.2006,Penglumbaran
51.06.01.2007,Tiga
51.06.01.2008,Perda No. 7/2008
51.06.01.2009,Perda No. 7/2008
51.06.02,2Bangli
51.06.02.1003,1Bebalang
51.06.02.1004,2Kawan
51.06.02.1005,3Cempaga
51.06.02.1006,4Kubu
51.06.02.2001,Bunutin
51.06.02.2002,Tamanbali
51.06.02.2007,Kayubihi
51.06.02.2008,Pengotan
51.06.02.2009,Perda No. 7/2008
51.06.03,-
51.06.03.2001,Jehem
51.06.03.2002,Tembuku
51.06.03.2003,Yangapi
51.06.03.2004,Undisan
51.06.03.2005,Bangbang
51.06.03.2006,Peninjoan
51.06.04,-
51.06.04.2001,Mengani
51.06.04.2002,Binyan
51.06.04.2003,Ulian
51.06.04.2004,Bunutin
51.06.04.2005,Langgahan
51.06.04.2006,Lembean
51.06.04.2007,Manikliyu
51.06.04.2008,Bayung Cerik
51.06.04.2009,Mangguh
51.06.04.2010,Belancan
51.06.04.2011,Katung
51.06.04.2012,Banua
51.06.04.2013,Abuan
51.06.04.2014,Bonyoh
51.06.04.2015,Sekaan
51.06.04.2016,Bayung Gede
51.06.04.2017,Sekardadi
51.06.04.2018,Kedisan
51.06.04.2019,Buahan
51.06.04.2020,Abangsongan
51.06.04.2021,Suter
51.06.04.2022,"Perbaikan nama desa semula Batudinding menjadi Abang Batudinding
sesuai Perda Kabupaten Bangli No. 4 Tahun 2022 tentang Penetapan
Desa."
51.06.04.2023,Terunyan
51.06.04.2024,Songan A
51.06.04.2025,Songan B
51.06.04.2026,Batur Selatan
51.06.04.2027,Batur Tengah
51.06.04.2028,Batur Utara
51.06.04.2029,Kintamani
51.06.04.2030,Serai
51.06.04.2031,Daup
51.06.04.2032,Awan
51.06.04.2033,Gunungbau
51.06.04.2034,Belanga
51.06.04.2035,Batukaang
51.06.04.2036,Belantih
51.06.04.2037,Catur
51.06.04.2038,Pengejaran
51.06.04.2039,Selulung
51.06.04.2040,Satra
51.06.04.2041,Dausa
51.06.04.2042,Bantang
51.06.04.2043,Sukawana
51.06.04.2044,Kutuh
51.06.04.2045,Subaya
51.06.04.2046,Siakin
51.06.04.2047,Pinggan
51.06.04.2048,Belandingan
51.07,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.07,KAB. KARANGASEM
51.07.01,-
51.07.01.2001,Nongan
51.07.01.2002,Rendang
51.07.01.2003,Menanga
51.07.01.2004,Besakih
51.07.01.2005,Pempatan
51.07.01.2006,Pesaban
51.07.02,-
51.07.02.2001,Tangkup
51.07.02.2002,Talibeng
51.07.02.2003,Sidemen
51.07.02.2004,Sangkan Gunung
51.07.02.2005,"Perbaikan nama dari Telaga Tawang Menjadi Telagatawang sesuai
Surat Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei
2020 hal Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.02.2006,Sinduwati
51.07.02.2007,Tri Eka Buana
51.07.02.2008,"Perbaikan nama dari Kerta Buana menjadi Kertha Buana sesuai Surat
Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.02.2009,"Perbaikan nama dari Lakasari menjadi Lokasari sesuai Surat Bupati
Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.02.2010,"PMD dan Dukcapil, Perda No. 2/2008, Perbaikan nama dari Wismakerta
menjadi Wisma Kerta sesuai Surat Bupati Karangasem No.
140/342/DPMD/SETDA tanggal 19 Mei 2020 hal Mohon perbaikan atas
kekeliruan nama desa dan kelurahan di Kabupaten Karangasem
Provinsi Bali."
51.07.03,-
51.07.03.2001,Gegelang
51.07.03.2002,Antiga
51.07.03.2003,Ulakan
51.07.03.2004,Manggis
51.07.03.2005,Nyuh Tebel
51.07.03.2006,Tenganan
51.07.03.2007,Ngis
51.07.03.2008,Selumbung
51.07.03.2009,Padangbai
51.07.03.2010,"PMD dan Dukcapil, Perda No. 2/2008"
51.07.03.2011,"PMD dan Dukcapil, Perda No. 2/2008, Perbaikan nama dari Pasedahan
menjadi Pesedahan sesuai Surat Bupati Karangasem No.
140/342/DPMD/SETDA tanggal 19 Mei 2020 hal Mohon perbaikan atas
kekeliruan nama desa dan kelurahan di Kabupaten Karangasem
Provinsi Bali."
51.07.03.2012,"PMD dan Dukcapil, Perda No. 2/2008"
51.07.04,4Karangasem
51.07.04.1002,1Subagan
51.07.04.1003,"Perbaikan nama kelurahan semula Padang Kerta menjadi Padangkerta
sesuai Surat Pernyataan Lurah Padangkerta Tanggal 26 September
2022."
51.07.04.1004,"Perbaikan nama dari Karang asem menjadi Karangasem sesuai Surat
Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.04.2001,Bugbug
51.07.04.2005,Tumbu
51.07.04.2006,Seraya
51.07.04.2007,Seraya Barat
51.07.04.2008,Seraya Timur
51.07.04.2009,Pertima
51.07.04.2010,Tegalinggah
51.07.04.2011,Bukit
51.07.05,-
51.07.05.2001,Ababi
51.07.05.2002,"Perbaikan nama dari Tiying Tali menjadi Tiyingtali sesuai Surat Bupati
Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.05.2003,Bunutan
51.07.05.2004,Tista
51.07.05.2005,Abang
51.07.05.2006,Pidpid
51.07.05.2007,Datah
51.07.05.2008,Culik
51.07.05.2009,"Perbaikan nama dari Purwakerti menjadi Purwa Kerthi sesuai Surat
Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.05.2010,"Perbaikan nama dari Kerta Mandala menjadi Kertha Mandala sesuai
Surat Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei
2020 hal Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.05.2011,"Perbaikan nama dari Labasari menjadi Laba Sari sesuai Surat Bupati
Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.05.2012,Nawa Kerti
51.07.05.2013,Kesimpar
51.07.05.2014,"PMD dan Dukcapil, Perda No. 2/2008; perbaikan nama dari Tribuana
menjadi Tri Buana sesuai Surat Bupati Karangasem No.
140/342/DPMD/SETDA tanggal 19 Mei 2020 hal Mohon perbaikan atas
kekeliruan nama desa dan kelurahan di Kabupaten Karangasem
Provinsi Bali."
51.07.06,-
51.07.06.2001,Bungaya
51.07.06.2002,"Perbaikan nama dari Budekeling menjadi Budakeling sesuai Surat
Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.06.2003,"Perbaikan nama Benandem menjadi Bebandem sesuai Surat Bupati
Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020, Surat
Sesditjen Bina Pemerintahan Desa No. 145/2430/BPD tgl 24 Mei 2021."
51.07.06.2004,Sibetan
51.07.06.2005,Jungutan
51.07.06.2006,Bungaya Kangin
51.07.06.2007,"Perbaikan nama dari Buana Giri menjadi Bhuana Giri sesuai Surat
Bupati Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.06.2008,"PMD dan Dukcapil, Perda No. 2/2008"
51.07.07,-
51.07.07.2001,Muncan
51.07.07.2002,Selat
51.07.07.2003,Duda
51.07.07.2004,Sebudi
51.07.07.2005,Duda Utara
51.07.07.2006,Duda Timur
51.07.07.2007,"Perbaikan nama dari Pering Sari menjadi Peringsari sesuai Surat Bupati
Karangasem No. 140/342/DPMD/SETDA tanggal 19 Mei 2020 hal
Mohon perbaikan atas kekeliruan nama desa dan kelurahan di
Kabupaten Karangasem Provinsi Bali."
51.07.07.2008,"PMD dan Dukcapil, Perda No. 2/2008"
51.07.08,-
51.07.08.2001,Ban
51.07.08.2002,Dukuh
51.07.08.2003,Kubu
51.07.08.2004,Tianyar
51.07.08.2005,Tianyar Barat
51.07.08.2006,Tianyar Tengah
51.07.08.2007,Tulamben
51.07.08.2008,Baturinggit
51.07.08.2009,Sukadana
51.08,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.08.01,-
51.08.01.2001,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.01.2002,Pejarakan
51.08.01.2003,Sumberkima
51.08.01.2004,Pemuteran
51.08.01.2005,Banyupoh
51.08.01.2006,Penyabangan
51.08.01.2007,Musi
51.08.01.2008,Sanggalangit
51.08.01.2009,Gerokgak
51.08.01.2010,Patas
51.08.01.2011,Pengulon
51.08.01.2012,Tinga-tinga
51.08.01.2013,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.01.2014,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02,2Seririt
51.08.02.1015,1Seririt
51.08.02.2001,Unggahan
51.08.02.2002,Ularan
51.08.02.2003,Ringdikit
51.08.02.2004,Rangdu
51.08.02.2005,Mayong
51.08.02.2006,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2007,Munduk Bestala
51.08.02.2008,Bestala
51.08.02.2009,Kalianget
51.08.02.2010,Joanyar
51.08.02.2011,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2012,Sulanyah
51.08.02.2013,Bubunan
51.08.02.2014,Koreksi penulisan sesuai surat Bup. No. 100/5763/Pem tgl. 3 Okt' 2018
51.08.02.2016,Pengastulan
51.08.02.2017,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2018,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2019,Banjarasem
51.08.02.2020,Kalisada
51.08.02.2021,Umeanyar
51.08.03,"Koreksi penulisan sesuai surat Bup. No. 100/5763/Pem tgl. 3 Okt'
2018
Perbaikan nama kecamatan semula Busung Biu menjadi Busungbiu
sesuai Perda Kab. Buleleng No.11/2019 Tentang Perubahan Atas
Perda Kab. Buleleng No.13/2016 Tentang Pembentukan dan Susunan
Perangkat Daerah Kab. Buleleng."
51.08.03.2001,Sepang
51.08.03.2002,"Perubahan nama desa semula Tista menjadi Dapdap Putih sesuai
Perda Kab. Buleleng No.7 Tahun 2021."
51.08.03.2003,Bongancina
51.08.03.2004,Pucaksari
51.08.03.2005,Telaga
51.08.03.2006,Titab
51.08.03.2007,Subuk
51.08.03.2008,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.03.2009,Kedis
51.08.03.2010,Kekeran
51.08.03.2011,Busungbiu
51.08.03.2012,Pelapuan
51.08.03.2013,Bengkel
51.08.03.2014,Umejero
51.08.03.2015,Sepang Kelod
51.08.04,-
51.08.04.2001,Banyuseri
51.08.04.2002,Tirtasari
51.08.04.2003,Kayuputih
51.08.04.2004,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.04.2005,Gesing
51.08.04.2006,Munduk
51.08.04.2007,Gobleg
51.08.04.2008,Pedawa
51.08.04.2009,Cempaga
51.08.04.2010,Sidetapa
51.08.04.2011,Tampekan
51.08.04.2012,Banjar Tegeha
51.08.04.2013,Banjar
51.08.04.2014,Dencarik
51.08.04.2015,Temukus
51.08.04.2016,Tigawasa
51.08.04.2017,Kaliasem
51.08.05,5Sukasada
51.08.05.1009,1Sukasada
51.08.05.2001,Pancasari
51.08.05.2002,Wanagiri
51.08.05.2003,Ambengan
51.08.05.2004,Gitgit
51.08.05.2005,Pegayaman
51.08.05.2006,Silangjana
51.08.05.2007,Pegadungan
51.08.05.2008,Padangbulia
51.08.05.2010,Sambangan
51.08.05.2011,Panji
51.08.05.2012,Panji Anom
51.08.05.2013,Tegallinggah
51.08.05.2014,Selat
51.08.05.2015,"Perbaikan nama dari Kayu Putih menjadi Kayuputih sesuai Surat Bup.
Buleleng No. 140/1736/pem/VI/2021 tgl 9 Juni 2021 hal Mohon
Perbaikan Atas Ketidaksesuaian Penulisan Nama Kec & Nama Desa Di
Kab Buleleng Provinsi BALI."
51.08.06,6Buleleng
51.08.06.1006,Koreksi penulisan sesuai surat Bup. No. 100/5763/Pem tgl. 3 Okt' 2018
51.08.06.1007,2Banjar Tegal
51.08.06.1008,3Kendran
51.08.06.1009,4Paket Agung
51.08.06.1010,5Kampung Singaraja
51.08.06.1011,6Liligundi
51.08.06.1012,7Beratan
51.08.06.1019,8Banyuning
51.08.06.1020,9Penarukan
51.08.06.1021,10Kampung Kajanan
51.08.06.1022,11Astina
51.08.06.1023,12Banjar Jawa
51.08.06.1024,13Kaliuntu
51.08.06.1025,14Kampung Anyar
51.08.06.1026,15Kampung Bugis
51.08.06.1027,16Banjar Bali
51.08.06.1029,17Kampung Baru
51.08.06.2001,Kalibukbuk
51.08.06.2002,Anturan
51.08.06.2003,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.06.2004,Pemaron
51.08.06.2005,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.06.2013,Sarimekar
51.08.06.2014,Koreksi penulisan sesuai surat Bup. No. 100/5763/Pem tgl. 3 Okt' 2018
51.08.06.2015,Petandakan
51.08.06.2016,Alasangker
51.08.06.2017,Koreksi penulisan sesuai surat Bup. No. 100/5763/Pem tgl. 3 Okt' 2018
51.08.06.2018,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016, Koreksi
penulisan sesuai surat Bup. No. 100/5763/Pem tgl. 3 Okt' 2018.
Perbaikan nama desa semula Jinangdalem menjadi Jinengdalem sesuai
Perda Kab. Buleleng No.7 Tahun 2021."
51.08.06.2028,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.07,-
51.08.07.2001,Lemukih
51.08.07.2002,Galungan
51.08.07.2003,Sekumpul
51.08.07.2004,Bebetin
51.08.07.2005,Sudaji
51.08.07.2006,Sawan
51.08.07.2007,Menyali
51.08.07.2008,Suwug
51.08.07.2009,Jagaraga
51.08.07.2010,Sinabun
51.08.07.2011,Kerobokan
51.08.07.2012,Sangsit
51.08.07.2013,Bungkulan
51.08.07.2014,Giri Emas
51.08.08,-
51.08.08.2001,Tambakan
51.08.08.2002,Pakisan
51.08.08.2003,Bontihing
51.08.08.2004,Tajun
51.08.08.2005,Tunjung
51.08.08.2006,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.08.2007,Tamblang
51.08.08.2008,Bulian
51.08.08.2009,Bila
51.08.08.2010,Bengkala
51.08.08.2011,Kubutambahan
51.08.08.2012,Bukti
51.08.08.2013,Mengening
51.08.09,-
51.08.09.2001,Sembiran
51.08.09.2002,Pacung
51.08.09.2003,Julah
51.08.09.2004,Madenan
51.08.09.2005,Bondalem
51.08.09.2006,Tejakula
51.08.09.2007,Les
51.08.09.2008,Penuktukan
51.08.09.2009,Sambirenteng
51.08.09.2010,Tembok
51.71,KOTA DENPASAR
51.71,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.71.01,1Denpasar Selatan
51.71.01.1001,1Serangan
51.71.01.1002,2Pedungan
51.71.01.1003,3Sesetan
51.71.01.1004,4Panjer
51.71.01.1005,5Renon
51.71.01.1006,6Sanur
51.71.01.2007,Sidakarya
51.71.01.2008,Pemogan
51.71.01.2009,Sanur Kaja
51.71.01.2010,Sanur Kauh
51.71.02,2Denpasar Timur
51.71.02.1003,1Kesiman
51.71.02.1006,2Sumerta
51.71.02.1010,3Dangin Puri
51.71.02.1014,4Penatih
51.71.02.2001,Dangin Puri Kelod
51.71.02.2002,Sumerta Kelod
51.71.02.2004,Kesiman Petilan
51.71.02.2005,Kesiman Kertalangu
51.71.02.2007,Sumerta Kaja
51.71.02.2008,Sumerta Kauh
51.71.02.2015,Penatih Dangin Puri
51.71.03,3Denpasar Barat
51.71.03.1005,1Dauh Puri
51.71.03.1007,2Pemecutan
51.71.03.1010,3Padangsambian
51.71.03.2001,"Padangsambian
Kelod"
51.71.03.2002,Pemecutan Kelod
51.71.03.2003,Dauh Puri Kauh
51.71.03.2004,Dauh Puri Kelod
51.71.03.2006,Dauh Puri Kangin
51.71.03.2008,Tegal Harum
51.71.03.2009,Tegal Kertha
51.71.03.2011,"Perbaikan nama desa semula Padangsambian Kaja menjadi Padang
Sambian Kaja sesuai Perda Kota Denpasar No.8/2021."
51.71.04,Perda No.12/2004.
51.71.04.1004,1Tonja
51.71.04.1007,2Ubung
51.71.04.1009,3Peguyangan
51.71.04.2001,Dangin Puri Kangin
51.71.04.2002,Dangin Puri Kauh
