level,kode,nama_wilayah,parent_provinsi,parent_kabupaten,jumlah_desa,luas_wilayah,keterangan
desa,11.08.14.2021,,,,,,
desa,11.08.14.2022,,,,,,
desa,11.08.14.2023,,,,,,
desa,11.08.14.2024,,,,,,
desa,11.08.14.2025,,,,,,
desa,11.08.14.2026,,,,,,
desa,11.08.14.2027,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.14.2028,,,,,,
desa,11.08.14.2029,,,,,,
desa,11.08.14.2030,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.14.2031,,,,,,
desa,11.08.14.2032,,,,,,
desa,11.08.14.2033,,,,,,
desa,11.08.14.2034,,,,,,
desa,11.08.14.2035,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.14.2037,,,,,,
desa,11.08.14.2038,,,,,,
desa,11.08.14.2039,,,,,,
desa,11.08.14.2040,,,,,,
desa,11.08.14.2041,,,,,,
desa,11.08.14.2042,,,,,,
desa,11.08.14.2043,,,,,,
desa,11.08.14.2044,,,,,,
desa,11.08.14.2045,,,,,,
desa,11.08.14.2046,,,,,,
desa,11.08.14.2047,,,,,,
kecamatan,11.08.15,Sawang,,,39.0,,
kecamatan,11.08.15,,,,,,
desa,11.08.15.2001,,,,,,
desa,11.08.15.2002,,,,,,
desa,11.08.15.2003,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.15.2004,,,,,,
desa,11.08.15.2005,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.15.2006,,,,,,
desa,11.08.15.2007,,,,,,
desa,11.08.15.2008,,,,,,
desa,11.08.15.2009,,,,,,
desa,11.08.15.2010,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.15.2011,,,,,,
desa,11.08.15.2012,,,,,,
desa,11.08.15.2013,,,,,,
desa,11.08.15.2014,,,,,,
desa,11.08.15.2015,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.15.2016,,,,,,
desa,11.08.15.2017,,,,,,
desa,11.08.15.2018,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.15.2020,,,,,,
desa,11.08.15.2021,,,,,,
desa,11.08.15.2022,,,,,,
desa,11.08.15.2023,,,,,,
desa,11.08.15.2024,,,,,,
desa,11.08.15.2025,,,,,,
desa,11.08.15.2026,,,,,,
desa,11.08.15.2027,,,,,,
desa,11.08.15.2028,,,,,,
desa,11.08.15.2029,,,,,,
desa,11.08.15.2030,,,,,,
desa,11.08.15.2031,,,,,,
desa,11.08.15.2032,,,,,,
desa,11.08.15.2033,,,,,,
desa,11.08.15.2034,,,,,,
desa,11.08.15.2035,,,,,,
desa,11.08.15.2036,,,,,,
desa,11.08.15.2037,,,,,,
desa,11.08.15.2038,,,,,,
desa,11.08.15.2039,,,,,,
kecamatan,11.08.16,,,,,,
kecamatan,11.08.16,Nisam,,,29.0,,
desa,11.08.16.2015,,,,,,
desa,11.08.16.2017,,,,,,
desa,11.08.16.2018,,,,,,
desa,11.08.16.2020,,,,,,
desa,11.08.16.2021,,,,,,
desa,11.08.16.2022,,,,,,
desa,11.08.16.2023,,,,,,
desa,11.08.16.2024,,,,,,
desa,11.08.16.2025,,,,,,
desa,11.08.16.2026,,,,,,
desa,11.08.16.2027,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.16.2028,,,,,,
desa,11.08.16.2029,,,,,,
desa,11.08.16.2030,,,,,,
desa,11.08.16.2031,,,,,,
desa,11.08.16.2032,,,,,,
desa,11.08.16.2033,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.16.2034,,,,,,
desa,11.08.16.2035,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.16.2036,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.16.2037,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.16.2038,,,,,,
desa,11.08.16.2039,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.16.2040,,,,,,
desa,11.08.16.2041,,,,,,
desa,11.08.16.2042,,,,,,
desa,11.08.16.2043,,,,,,
desa,11.08.16.2044,,,,,,
kecamatan,11.08.17,Cot Girek,,,24.0,,
kecamatan,11.08.17,,,,,,
desa,11.08.17.2001,,,,,,
desa,11.08.17.2002,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.17.2004,,,,,,
desa,11.08.17.2005,,,,,,
desa,11.08.17.2006,,,,,,
desa,11.08.17.2007,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.17.2008,,,,,,
desa,11.08.17.2009,,,,,,
desa,11.08.17.2010,,,,,,Perbaikan nama sesuai Rakernis Klarifikasi Data Nama serta  Kodefikasi tgl 1 April 2016
desa,11.08.17.2011,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.17.2012,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.17.2013,,,,,,
desa,11.08.17.2014,,,,,,
desa,11.08.17.2015,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.17.2016,,,,,,
desa,11.08.17.2017,,,,,,
desa,11.08.17.2018,,,,,,
desa,11.08.17.2019,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.17.2020,,,,,,
desa,11.08.17.2021,,,,,,
desa,11.08.17.2022,,,,,,
desa,11.08.17.2023,,,,,,
desa,11.08.17.2024,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
kecamatan,11.08.18,Langkahan,,,23.0,,
kecamatan,11.08.18,,,,,,
desa,11.08.18.2001,,,,,,
desa,11.08.18.2002,,,,,,
desa,11.08.18.2003,,,,,,
desa,11.08.18.2004,,,,,,
desa,11.08.18.2005,,,,,,
desa,11.08.18.2006,,,,,,
desa,11.08.18.2007,,,,,,
desa,11.08.18.2009,,,,,,
desa,11.08.18.2010,,,,,,
desa,11.08.18.2011,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.18.2012,,,,,,
desa,11.08.18.2013,,,,,,
desa,11.08.18.2014,,,,,,
desa,11.08.18.2015,,,,,,
desa,11.08.18.2016,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.18.2017,,,,,,
desa,11.08.18.2018,,,,,,
desa,11.08.18.2019,,,,,,
desa,11.08.18.2020,,,,,,
desa,11.08.18.2021,,,,,,
desa,11.08.18.2022,,,,,,
desa,11.08.18.2023,,,,,,
kecamatan,11.08.19,Baktiya Barat,,,26.0,,
kecamatan,11.08.19,,,,,,
desa,11.08.19.2001,,,,,,
desa,11.08.19.2002,,,,,,
desa,11.08.19.2003,,,,,,
desa,11.08.19.2004,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.19.2005,,,,,,
desa,11.08.19.2006,,,,,,
desa,11.08.19.2007,,,,,,
desa,11.08.19.2008,,,,,,
desa,11.08.19.2009,,,,,,
desa,11.08.19.2010,,,,,,
desa,11.08.19.2011,,,,,,
desa,11.08.19.2012,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.19.2013,,,,,,
desa,11.08.19.2014,,,,,,
desa,11.08.19.2015,,,,,,
desa,11.08.19.2016,,,,,,
desa,11.08.19.2018,,,,,,
desa,11.08.19.2019,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.19.2020,,,,,,
desa,11.08.19.2021,,,,,,
desa,11.08.19.2022,,,,,,
desa,11.08.19.2023,,,,,,
desa,11.08.19.2024,,,,,,
desa,11.08.19.2025,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.19.2026,,,,,,
kecamatan,11.08.20,Paya Bakong,,,39.0,,
kecamatan,11.08.20,,,,,,
desa,11.08.20.2001,,,,,,
desa,11.08.20.2002,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.20.2003,,,,,,
desa,11.08.20.2004,,,,,,
desa,11.08.20.2005,,,,,,
desa,11.08.20.2006,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.20.2007,,,,,,
desa,11.08.20.2008,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.20.2009,,,,,,
desa,11.08.20.2010,,,,,,
desa,11.08.20.2011,,,,,,
desa,11.08.20.2012,,,,,,
desa,11.08.20.2013,,,,,,
desa,11.08.20.2014,,,,,,"Perbaikan nama desa semula Ulue Bieng menjadi Alue Bieng, sesuai: Qanun No. 5 Tahun 2016; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.08.20.2015,,,,,,
desa,11.08.20.2016,,,,,,
desa,11.08.20.2017,,,,,,
desa,11.08.20.2018,,,,,,
desa,11.08.20.2019,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.20.2020,,,,,,
desa,11.08.20.2022,,,,,,
desa,11.08.20.2023,,,,,,
desa,11.08.20.2024,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.20.2025,,,,,,
desa,11.08.20.2026,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.20.2027,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.20.2028,,,,,,
desa,11.08.20.2029,,,,,,
desa,11.08.20.2030,,,,,,Perbaikan nama desa semula Tanjung Drien menjadi Tanjong Drieng  sesuai Qanun No. 5 Tahun 2016.
desa,11.08.20.2031,,,,,,
desa,11.08.20.2032,,,,,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni  2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh
desa,11.08.20.2033,,,,,,
desa,11.08.20.2034,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.20.2035,,,,,,
desa,11.08.20.2036,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.20.2037,,,,,,
desa,11.08.20.2038,,,,,,
desa,11.08.20.2039,,,,,,
kecamatan,11.08.21,Nibong,,,20.0,,
kecamatan,11.08.21,,,,,,
desa,11.08.21.2001,,,,,,
desa,11.08.21.2002,,,,,,
desa,11.08.21.2003,,,,,,
desa,11.08.21.2004,,,,,,
desa,11.08.21.2005,,,,,,
desa,11.08.21.2006,,,,,,
desa,11.08.21.2007,,,,,,
desa,11.08.21.2008,,,,,,
desa,11.08.21.2009,,,,,,
desa,11.08.21.2010,,,,,,
desa,11.08.21.2012,,,,,,
desa,11.08.21.2013,,,,,,
desa,11.08.21.2014,,,,,,
desa,11.08.21.2015,,,,,,
desa,11.08.21.2016,,,,,,
desa,11.08.21.2017,,,,,,
desa,11.08.21.2018,,,,,,
desa,11.08.21.2019,,,,,,
desa,11.08.21.2020,,,,,,
kecamatan,11.08.22,Simpang Kramat,,,16.0,,
kecamatan,11.08.22,,,,,,
desa,11.08.22.2001,,,,,,
desa,11.08.22.2002,,,,,,"Perbaikan nama desa semula Seuneubok Punti menjadi Seunebok  Punti, sesuai: Qanun No. 5 Tahun 2016; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
desa,11.08.22.2003,,,,,,
desa,11.08.22.2004,,,,,,
desa,11.08.22.2005,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.22.2006,,,,,,
desa,11.08.22.2007,,,,,,
desa,11.08.22.2008,,,,,,
desa,11.08.22.2009,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.22.2010,,,,,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni  2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa  tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD  tgl 21 Juni 2017"
desa,11.08.22.2011,,,,,,
desa,11.08.22.2012,,,,,,
desa,11.08.22.2013,,,,,,
desa,11.08.22.2014,,,,,,
desa,11.08.22.2015,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
desa,11.08.22.2016,,,,,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17  Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21  Juni 2017
kecamatan,11.08.23,Lapang,,,11.0,,
kecamatan,11.08.23,,,,,,
desa,11.08.23.2002,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2003,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2004,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2005,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2006,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2007,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2008,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2009,,,,,,Semula wil. Kec. Tanah Pasir
desa,11.08.23.2010,,,,,,"Semula wil. Kec. Tanah Pasir, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.23.2011,,,,,,"Semula wil. Kec. Tanah Pasir, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.08.24,,,,,,Qanun No. 32/2005
kecamatan,11.08.24,Pirak Timur,,,23.0,,Qanun No. 32/2005
desa,11.08.24.2001,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2002,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2003,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2004,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2005,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2006,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2007,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2008,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2009,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2010,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2011,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2012,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2013,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Surat Pem Aceh  No. 146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi  Data Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi  Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2014,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2015,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2016,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2018,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2019,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2020,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2021,,,,,,Semula wil. Kec. Matang Kuli
desa,11.08.24.2022,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Surat Pem Aceh  No. 146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi  Data Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi  Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.24.2023,,,,,,"Semula wil. Kec. Matang Kuli, Perbaikan nama sesuai Validasi Data  Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.08.25,Geuredong Pase,,,11.0,,Qanun No. 32/2005
kecamatan,11.08.25,,,,,,Qanun No. 32/2005
desa,11.08.25.2001,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2002,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2003,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2004,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2005,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2006,,,,,,"Semula wil. Kec. Syamtalira Bayu, Perbaikan nama sesuai Surat Pem  Aceh No. 146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai  Validasi Data Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan  Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.25.2007,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2008,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2009,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2010,,,,,,Semula wil. Kec. Syamtalira Bayu
desa,11.08.25.2011,,,,,,"Semula wil. Kec. Syamtalira Bayu, Perbaikan nama sesuai Validasi  Data Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi  Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
kecamatan,11.08.26,,,,,,Qanun No. 32/2005
kecamatan,11.08.26,Banda Baro,,,9.0,,Qanun No. 32/2005
desa,11.08.26.2001,,,,,,Semula wil. Kec. Nisam
desa,11.08.26.2002,,,,,,Semula wil. Kec. Nisam
desa,11.08.26.2003,,,,,,Semula wil. Kec. Nisam
desa,11.08.26.2004,,,,,,"Semula wil. Kec. Nisam, Perbaikan nama sesuai Validasi Data Nama  dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.26.2005,,,,,,Semula wil. Kec. Nisam
desa,11.08.26.2006,,,,,,"Semula wil. Kec. Nisam, Perbaikan nama sesuai Validasi Data Nama  dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina  Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
desa,11.08.26.2008,,,,,,Semula wil. Kec. Nisam
desa,11.08.26.2009,,,,,,"Semula wil. Kec. Nisam. Perbaikan nama desa semula Paya Beunyet menjadi Paya Beunyot,  sesuai: Qanun No. 5 Tahun 2016; dan Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
kecamatan,11.08.27,Nisam Antara,,,6.0,,Qanun No. 32/2005
kecamatan,11.08.27,,,,6.0,,Qanun No. 32/2005
desa,11.08.27.2001,,,,,,Semula wil. Kec. Nisam
desa,11.08.27.2002,,,,,,Semula wil. Kec. Nisam
desa,11.08.27.2003,,,,,,Semula wil. Kec. Nisam
desa,11.08.27.2004,,,,,,Semula wil. Kec. Nisam
desa,11.08.27.2005,,,,,,Semula wil. Kec. Nisam
desa,11.08.27.2006,,,,,,"Semula wil. Kec. Nisam, Perbaikan nama sesuai Surat Pem Aceh No.  146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong  di Aceh"
kabupaten,11.09,KAB. SIMEULUE,,KAB. SIMEULUE,138.0,1822.0,Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.  B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak  ada batas darat dengan kab/kota lainnya).
kabupaten,11.09,KAB.,,KAB.,138.0,1821.747,Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
kecamatan,11.09.01,Simeulue Tengah,,KAB. SIMEULUE,16.0,,
kecamatan,11.09.01,,,KAB.,16.0,,
desa,11.09.01.2007,,,KAB.,1.0,,
desa,11.09.01.2008,,,KAB.,2.0,,
desa,11.09.01.2009,,,KAB.,3.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.09.01.2010,,,KAB.,4.0,,Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
desa,11.09.01.2011,,,KAB.,5.0,,
desa,11.09.01.2012,,,KAB.,6.0,,
desa,11.09.01.2013,,,KAB.,7.0,,
desa,11.09.01.2016,,,KAB.,8.0,,
desa,11.09.01.2017,,,KAB.,9.0,,Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni
desa,11.09.01.2018,,,KAB.,10.0,,
desa,11.09.01.2019,,,KAB.,11.0,,
desa,11.09.01.2020,,,KAB.,12.0,,
desa,11.09.01.2021,,,KAB.,13.0,,Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
desa,11.09.01.2022,,,KAB.,14.0,,
desa,11.09.01.2023,,,KAB.,15.0,,Perbaikan nama sesuai SrtPem Aceh No.146.1/10560 tgl 13 Juni 2016
kecamatan,11.09.02,Salang,,KAB. SIMEULUE,16.0,,
kecamatan,11.09.02,,,,,,
desa,11.09.02.2001,,,,,,
